company_id,type,rule_id,text,confidence_pct
90,Con,C1,Low return on equity.,85
90,Con,C1,Low return on equity.,85
90,Con,C6,Low asset utilization.,75
90,Con,C1,Low return on equity.,85
90,Con,C6,Low asset utilization.,75
90,Con,C1,Low return on equity.,85
90,Con,C2,Low return on capital employed.,85
90,Con,C6,Low asset utilization.,75
91,Con,C1,Low return on equity.,85
91,Con,C2,Low return on capital employed.,85
91,Con,C6,Low asset utilization.,75
91,Pro,P3,Healthy net profit margin.,80
91,Con,C1,Low return on equity.,85
91,Con,C2,Low return on capital employed.,85
91,Con,C6,Low asset utilization.,75
91,Con,C1,Low return on equity.,85
91,Con,C2,Low return on capital employed.,85
91,Con,C6,Low asset utilization.,75
91,Pro,P3,Healthy net profit margin.,80
91,Con,C6,Low asset utilization.,75
91,Pro,P3,Healthy net profit margin.,80
91,Con,C6,Low asset utilization.,75
92,Pro,P3,Healthy net profit margin.,80
92,Con,C6,Low asset utilization.,75
92,Con,C1,Low return on equity.,85
92,Con,C2,Low return on capital employed.,85
92,Con,C6,Low asset utilization.,75
92,Con,C1,Low return on equity.,85
92,Con,C2,Low return on capital employed.,85
92,Con,C6,Low asset utilization.,75
92,Pro,P3,Healthy net profit margin.,80
92,Pro,P5,Excellent interest coverage.,90
92,Con,C6,Low asset utilization.,75
92,Pro,P3,Healthy net profit margin.,80
92,Con,C1,Low return on equity.,85
92,Con,C2,Low return on capital employed.,85
92,Con,C6,Low asset utilization.,75
